SECCION_CO,LOTES,PREDIOS,UCensales,RazonUnidx,DifUC_Pred
05154300305,16,16,31,1.9,15.0
05154300401,5,5,11,2.2,6.0
05154300402,25,25,92,3.7,67.0
05154300403,107,105,139,1.3,34.0
05154300404,15,15,31,2.1,16.0
05154300405,45,43,280,6.5,237.0
05154300601,32,32,101,3.2,69.0
05154300602,24,24,23,1.0,-1.0
05154300603,11,11,19,1.7,8.0
05154300604,14,14,17,1.2,3.0
05154300605,44,43,68,1.6,25.0
05154300701,293,286,278,1.0,-8.0
05154300702,26,26,42,1.6,16.0
05154300703,168,166,144,0.9,-22.0
05154300704,153,24,154,6.4,130.0
05154300801,24,24,28,1.2,4.0
05154300802,40,39,51,1.3,12.0
05154300803,33,33,64,1.9,31.0
05154300804,18,18,22,1.2,4.0
05154300805,34,34,40,1.2,6.0
05154300901,28,28,38,1.4,10.0
05154300902,37,34,66,1.9,32.0
05154300903,34,34,63,1.9,29.0
05154300904,109,109,121,1.1,12.0
05154300905,795,795,1194,1.5,399.0
05154301001,22,22,35,1.6,13.0
05154301002,14,14,15,1.1,1.0
05154301003,45,45,52,1.2,7.0
05154301004,25,25,34,1.4,9.0
05154301005,45,45,88,2.0,43.0
05154301006,84,84,168,2.0,84.0
05154301007,31,30,95,3.2,65.0
05154301008,42,42,62,1.5,20.0
05154301009,34,34,46,1.4,12.0
05154301101,50,50,133,2.7,83.0
05154301102,31,31,49,1.6,18.0
05154301103,55,55,75,1.4,20.0
05154301104,23,22,40,1.8,18.0
05154301105,146,146,190,1.3,44.0
05154301106,30,29,51,1.8,22.0
05154301107,30,30,64,2.1,34.0
05154301108,35,35,45,1.3,10.0
05154301109,44,44,55,1.3,11.0
05154301201,28,28,45,1.6,17.0
05154301202,27,27,33,1.2,6.0
05154301203,36,36,58,1.6,22.0
05154301204,31,31,43,1.4,12.0
05154301205,27,26,77,3.0,51.0
05172300301,84,84,96,1.1,12.0
05172300302,153,153,318,2.1,165.0
05172300303,134,134,282,2.1,148.0
05172300304,114,116,77,0.7,-39.0
05172300305,185,185,352,1.9,167.0
05172300306,73,73,97,1.3,24.0
05172300601,50,50,104,2.1,54.0
05172300602,42,42,59,1.4,17.0
05172300603,58,58,74,1.3,16.0
05172300604,335,335,400,1.2,65.0
05172300605,98,98,177,1.8,79.0
05172300606,83,83,315,3.8,232.0
05172300701,151,151,214,1.4,63.0
05172300702,108,108,170,1.6,62.0
05172300703,142,142,259,1.8,117.0
05172300704,73,73,59,0.8,-14.0
05172300801,8,8,19,2.4,11.0
05172300802,7,7,147,21.0,140.0
05172300803,39,39,96,2.5,57.0
05172300808,17,17,21,1.2,4.0
05172300809,50,50,67,1.3,17.0
05172300901,37,37,64,1.7,27.0
05172300902,3,3,4,1.3,1.0
05172300904,4,4,55,13.8,51.0
05172300905,12,12,13,1.1,1.0
05172301001,57,57,58,1.0,1.0
05172301002,229,229,407,1.8,178.0
05172301003,102,102,116,1.1,14.0
05172301004,67,67,202,3.0,135.0
05172301005,33,33,39,1.2,6.0
05172301006,87,87,145,1.7,58.0
05172301007,50,50,63,1.3,13.0
05172301008,7,7,49,7.0,42.0
05190300101,340,340,528,1.6,188.0
05190300102,336,336,638,1.9,302.0
05197300101,132,132,143,1.1,11.0
05197300102,719,719,962,1.3,243.0
05197300103,907,923,1181,1.3,258.0
05197300104,859,859,1231,1.4,372.0
05197300105,689,695,1098,1.6,403.0
05197300106,654,656,814,1.2,158.0
05197300301,813,852,1226,1.4,374.0
05197300302,910,909,1412,1.6,503.0
05197300303,271,271,378,1.4,107.0
05197300304,163,163,191,1.2,28.0
05197300305,271,271,282,1.0,11.0
05206300101,625,649,689,1.1,40.0
05206300102,160,159,214,1.3,55.0
05206300103,211,211,259,1.2,48.0
05206300104,147,145,179,1.2,34.0
05206300201,491,488,697,1.4,209.0
05206300202,412,412,559,1.4,147.0
05206300203,163,161,210,1.3,49.0
05206300204,196,195,264,1.4,69.0
05206300205,4,4,4,1.0,0.0
05209300101,729,724,1273,1.8,549.0
05209300102,151,151,257,1.7,106.0
05209300103,151,151,280,1.9,129.0
05209300104,554,554,1019,1.8,465.0
05209300105,395,391,730,1.9,339.0
05209300106,75,75,160,2.1,85.0
05209300107,248,248,346,1.4,98.0
05209300201,406,395,922,2.3,527.0
05209300202,376,376,714,1.9,338.0
05209300203,248,248,402,1.6,154.0
05209300204,39,37,77,2.1,40.0
05212300101,270,270,431,1.6,161.0
05212300102,756,800,1239,1.5,439.0
05212300103,539,613,905,1.5,292.0
05212300104,177,177,212,1.2,35.0
05212300105,741,795,1393,1.8,598.0
05212300106,266,266,318,1.2,52.0
05212300107,816,839,1405,1.7,566.0
05212300108,660,664,1098,1.7,434.0
05212300109,613,614,902,1.5,288.0
05212300110,566,570,842,1.5,272.0
05212300111,165,165,264,1.6,99.0
05212300112,194,204,295,1.4,91.0
05234300102,1,1,1,1.0,0.0
05234300201,8,8,9,1.1,1.0
05234300202,3,3,3,1.0,0.0
05234300203,11,11,26,2.4,15.0
05234300204,54,53,105,2.0,52.0
05234300205,217,218,251,1.2,33.0
05234300301,7,7,8,1.1,1.0
05234300302,55,55,85,1.5,30.0
05234300303,14,14,15,1.1,1.0
05234300305,18,18,37,2.1,19.0
05234300306,19,19,22,1.2,3.0
05234300401,44,44,53,1.2,9.0
05234300402,88,88,167,1.9,79.0
05234300403,20,20,31,1.6,11.0
05234300404,89,89,98,1.1,9.0
05234300405,224,224,377,1.7,153.0
05234300501,219,210,320,1.5,110.0
05234300502,115,114,157,1.4,43.0
05234300503,292,289,376,1.3,87.0
05234300504,114,114,162,1.4,48.0
05234300505,37,37,118,3.2,81.0
05234300506,111,111,242,2.2,131.0
05234300507,1,1,10,10.0,9.0
05234300508,172,172,220,1.3,48.0
05234300702,5,5,5,1.0,0.0
05234300703,1,1,2,2.0,1.0
05234300704,21,21,19,0.9,-2.0
05234300705,23,23,27,1.2,4.0
05234300706,148,146,319,2.2,173.0
05234300707,148,148,487,3.3,339.0
05234300708,92,91,143,1.6,52.0
05234300709,53,51,71,1.4,20.0
05234300711,38,38,47,1.2,9.0
05234300802,1,1,216,216.0,215.0
05234300904,1,1,4,4.0,3.0
05234300905,54,54,78,1.4,24.0
05234300906,67,65,60,0.9,-5.0
05234300909,13,13,15,1.2,2.0
05234300910,20,20,33,1.7,13.0
05234300912,30,30,70,2.3,40.0
05234301001,9,8,4,0.5,-4.0
05234301002,22,22,23,1.0,1.0
05234301003,38,38,59,1.6,21.0
05234301004,52,51,77,1.5,26.0
05234301005,3,3,2,0.7,-1.0
05234301006,53,52,24,0.5,-28.0
05234301007,84,82,114,1.4,32.0
05234301008,23,22,25,1.1,3.0
05234301009,8,8,46,5.8,38.0
05234301101,22,22,25,1.1,3.0
05234301102,81,76,162,2.1,86.0
05234301103,45,45,59,1.3,14.0
05234301104,13,13,14,1.1,1.0
05234301201,20,20,28,1.4,8.0
05234301203,16,14,23,1.6,9.0
05234301206,3,3,42,14.0,39.0
05234301207,6,6,11,1.8,5.0
05234301305,7,7,17,2.4,10.0
05234301306,10,9,14,1.6,5.0
05234301307,1,1,1,1.0,0.0
05234301403,1,1,70,70.0,69.0
05234301602,3,3,45,15.0,42.0
05234301603,4,4,17,4.3,13.0
05234301606,3,3,1,0.3,-2.0
05234301705,8,8,2,0.3,-6.0
05234301802,2,2,4,2.0,2.0
05237300101,316,315,349,1.1,34.0
05237300102,461,471,571,1.2,100.0
05237300103,241,241,295,1.2,54.0
05237300104,459,511,520,1.0,9.0
05237300105,208,205,273,1.3,68.0
05237300106,298,298,438,1.5,140.0
05237300201,264,264,354,1.3,90.0
05237300202,351,351,377,1.1,26.0
05237300203,462,462,525,1.1,63.0
05237300204,183,183,225,1.2,42.0
05240300101,66,66,111,1.7,45.0
05240300102,101,101,179,1.8,78.0
05240300103,507,507,864,1.7,357.0
05240300201,20,19,34,1.8,15.0
05240300202,66,63,144,2.3,81.0
05240300203,202,202,387,1.9,185.0
05240300204,35,35,92,2.6,57.0
05240300301,626,623,1114,1.8,491.0
05240300302,1406,1403,2031,1.4,628.0
05240300303,1203,1219,2065,1.7,846.0
05240300304,78,78,128,1.6,50.0
05250300101,28,28,61,2.2,33.0
05250300102,19,19,50,2.6,31.0
05250300103,30,30,79,2.6,49.0
05250300104,33,33,49,1.5,16.0
05250300105,28,28,55,2.0,27.0
05250300201,2,2,5,2.5,3.0
05250300203,48,48,60,1.3,12.0
05250300205,30,30,42,1.4,12.0
05250300206,25,25,64,2.6,39.0
05250300207,8,8,14,1.8,6.0
05250300501,1,1,1,1.0,0.0
05250300503,12,12,44,3.7,32.0
05250300601,123,123,305,2.5,182.0
05250300602,151,151,223,1.5,72.0
05250300603,55,55,54,1.0,-1.0
05250300604,38,38,61,1.6,23.0
05250300605,91,91,200,2.2,109.0
05250300606,34,34,44,1.3,10.0
05250300701,15,15,37,2.5,22.0
05250300702,21,21,26,1.2,5.0
05250300703,19,19,91,4.8,72.0
05250300704,29,29,39,1.3,10.0
05250300705,24,24,37,1.5,13.0
05250300706,20,20,36,1.8,16.0
05250300804,1,1,2,2.0,1.0
05250300901,32,32,57,1.8,25.0
05250300902,46,45,151,3.4,106.0
05250300903,31,31,96,3.1,65.0
05250300904,33,33,76,2.3,43.0
05250300905,78,78,171,2.2,93.0
05250301001,7,7,16,2.3,9.0
05250301002,1,1,3,3.0,2.0
05250301003,18,18,15,0.8,-3.0
05250301004,17,17,28,1.6,11.0
05250301101,209,209,251,1.2,42.0
05250301102,35,35,97,2.8,62.0
05250301103,1114,1114,2686,2.4,1572.0
05250301104,21,21,34,1.6,13.0
05250301105,38,38,85,2.2,47.0
05250301106,44,44,89,2.0,45.0
05250301107,25,25,38,1.5,13.0
05250301201,312,312,379,1.2,67.0
05250301202,52,52,129,2.5,77.0
05250301203,47,47,70,1.5,23.0
05250301204,50,50,62,1.2,12.0
05250301205,80,80,147,1.8,67.0
05250301206,48,48,105,2.2,57.0
05250301301,21,21,27,1.3,6.0
05250301303,77,77,170,2.2,93.0
05250301304,1,1,6,6.0,5.0
05250301401,835,835,1710,2.0,875.0
05250301402,39,39,75,1.9,36.0
05250301405,1,1,60,60.0,59.0
05264300101,79,79,117,1.5,38.0
05264300102,126,126,180,1.4,54.0
05264300103,132,132,194,1.5,62.0
05264300104,274,274,439,1.6,165.0
05264300105,334,334,534,1.6,200.0
05264300201,182,182,249,1.4,67.0
05264300202,399,399,557,1.4,158.0
05264300203,290,290,361,1.2,71.0
05264300204,433,433,529,1.2,96.0
05266300103,4,1,710,710.0,709.0
05266300104,7,1,177,177.0,176.0
05266300105,4,4,497,124.3,493.0
05266300106,3,3,487,162.3,484.0
05266300107,2,2,534,267.0,532.0
05266300108,4,4,192,48.0,188.0
05266300113,17,16,897,56.1,881.0
05282300101,496,493,791,1.6,298.0
05282300102,1361,1361,1992,1.5,631.0
05282300103,654,655,964,1.5,309.0
05282300104,612,610,930,1.5,320.0
05282300201,703,703,988,1.4,285.0
05282300202,1076,1071,1610,1.5,539.0
05282300203,195,193,277,1.4,84.0
05282300204,208,209,460,2.2,251.0
05282300301,245,245,476,1.9,231.0
05282300302,329,330,624,1.9,294.0
05282300303,35,35,64,1.8,29.0
05282300304,84,292,209,0.7,-83.0
05284300101,143,143,228,1.6,85.0
05284300102,75,75,127,1.7,52.0
05284300103,69,69,184,2.7,115.0
05284300104,103,103,148,1.4,45.0
05284300201,271,271,455,1.7,184.0
05284300202,140,140,202,1.4,62.0
05284300203,94,94,165,1.8,71.0
05284300204,310,310,411,1.3,101.0
05284300301,20,20,26,1.3,6.0
05284300302,54,54,20,0.4,-34.0
05284300303,43,43,80,1.9,37.0
05284300304,95,95,105,1.1,10.0
05284300305,469,470,716,1.5,246.0
05284300402,100,100,87,0.9,-13.0
05284300403,32,32,9,0.3,-23.0
05284300404,17,17,105,6.2,88.0
05284300501,147,147,331,2.3,184.0
05284300502,29,29,28,1.0,-1.0
05284300503,102,102,153,1.5,51.0
05284300504,11,11,10,0.9,-1.0
05284300505,27,27,36,1.3,9.0
05284300506,3,3,64,21.3,61.0
05284300601,335,335,571,1.7,236.0
05284300602,132,132,240,1.8,108.0
05284300603,55,55,83,1.5,28.0
05284300604,28,28,160,5.7,132.0
05284300605,3,3,1,0.3,-2.0
05284300701,29,29,3,0.1,-26.0
05284300805,1,1,2,2.0,1.0
05284300806,4,4,11,2.8,7.0
05284300901,2,2,64,32.0,62.0
05284300903,9,9,3,0.3,-6.0
05284300904,29,29,4,0.1,-25.0
05284300905,10,10,49,4.9,39.0
05284300908,1,1,49,49.0,48.0
05284300912,6,6,35,5.8,29.0
05284301003,12,12,3,0.3,-9.0
05284301004,2,2,6,3.0,4.0
05284301005,36,36,6,0.2,-30.0
05284301007,2,2,3,1.5,1.0
05284301010,2,2,13,6.5,11.0
05284301102,3,3,2,0.7,-1.0
05284301103,10,10,6,0.6,-4.0
05284301104,1,1,21,21.0,20.0
05284301105,1,1,45,45.0,44.0
05284301206,1,1,29,29.0,28.0
05306300101,528,489,1155,2.4,666.0
05306300102,311,311,968,3.1,657.0
05306300103,207,207,447,2.2,240.0
05306300104,70,69,113,1.6,44.0
05306300105,225,225,361,1.6,136.0
05308300101,528,650,1099,1.7,449.0
05308300102,749,760,1607,2.1,847.0
05308300103,705,718,1234,1.7,516.0
05308300104,1091,1113,1727,1.6,614.0
05308300105,402,402,707,1.8,305.0
05308300106,325,439,516,1.2,77.0
05308300107,87,87,136,1.6,49.0
05308300108,320,320,463,1.4,143.0
05308300109,481,546,737,1.3,191.0
05308300110,571,587,1042,1.8,455.0
05308300111,84,84,126,1.5,42.0
05308300112,124,124,181,1.5,57.0
05308300113,575,577,772,1.3,195.0
05308300114,290,288,455,1.6,167.0
05308300115,897,904,1195,1.3,291.0
05310300101,33,32,85,2.7,53.0
05310300102,381,383,656,1.7,273.0
05310300103,122,121,156,1.3,35.0
05310300104,25,25,28,1.1,3.0
05310300201,168,168,246,1.5,78.0
05310300202,418,418,216,0.5,-202.0
05310300203,259,259,412,1.6,153.0
05310300204,92,92,177,1.9,85.0
05310300205,107,107,281,2.6,174.0
05310300206,64,64,105,1.6,41.0
05310300301,219,219,210,1.0,-9.0
05310300302,103,103,118,1.1,15.0
05310300303,372,373,352,0.9,-21.0
05310300304,112,112,186,1.7,74.0
05310300305,225,225,328,1.5,103.0
05310300306,160,158,255,1.6,97.0
05313300101,1138,1126,2021,1.8,895.0
05313300102,317,304,649,2.1,345.0
05313300103,854,840,1389,1.7,549.0
05313300104,604,598,782,1.3,184.0
05313300201,407,403,878,2.2,475.0
05313300202,104,102,248,2.4,146.0
05313300203,30,30,57,1.9,27.0
05313300204,157,155,205,1.3,50.0
05313300205,798,778,1379,1.8,601.0
05313300206,629,626,953,1.5,327.0
05315300101,165,165,248,1.5,83.0
05315300102,183,183,288,1.6,105.0
05315300103,187,187,284,1.5,97.0
05315300104,99,99,227,2.3,128.0
05315300105,394,394,696,1.8,302.0
05315300106,394,394,535,1.4,141.0
05318300201,1056,1056,1393,1.3,337.0
05318300202,2384,2430,3498,1.4,1068.0
05318300203,2382,2447,3544,1.4,1097.0
05318300204,1602,1681,2207,1.3,526.0
05318300205,2150,2351,3785,1.6,1434.0
05318300206,2157,2453,3835,1.6,1382.0
05318300207,1345,1371,2392,1.7,1021.0
05321300101,82,82,90,1.1,8.0
05321300102,117,117,99,0.8,-18.0
05321300103,946,1042,974,0.9,-68.0
05321300104,1277,1692,1279,0.8,-413.0
05347300101,206,203,374,1.8,171.0
05347300102,319,317,389,1.2,72.0
05347300103,130,130,203,1.6,73.0
05347300104,246,245,417,1.7,172.0
05347300105,573,568,707,1.2,139.0
05347300106,342,339,587,1.7,248.0
05353300101,102,102,137,1.3,35.0
05353300102,402,400,650,1.6,250.0
05353300103,201,201,376,1.9,175.0
05360300101,2014,5450,10375,1.9,4925.0
05361300101,22,22,21,1.0,-1.0
05361300102,5,5,12,2.4,7.0
05361300103,3,3,3,1.0,0.0
05361300104,21,21,24,1.1,3.0
05361300201,14,14,23,1.6,9.0
05361300202,62,62,89,1.4,27.0
05361300203,53,53,80,1.5,27.0
05361300204,99,99,131,1.3,32.0
05361300205,222,229,344,1.5,115.0
05361300301,35,35,37,1.1,2.0
05361300302,36,36,35,1.0,-1.0
05361300303,95,95,104,1.1,9.0
05361300304,70,67,69,1.0,2.0
05361300305,462,466,908,1.9,442.0
05361300401,69,69,81,1.2,12.0
05361300402,13,13,17,1.3,4.0
05361300403,106,105,152,1.4,47.0
05361300404,50,50,71,1.4,21.0
05361300405,4,4,7,1.8,3.0
05361300501,57,57,90,1.6,33.0
05361300502,13,13,33,2.5,20.0
05361300503,12,12,7,0.6,-5.0
05361300504,38,38,56,1.5,18.0
05361300505,33,33,61,1.8,28.0
05361300601,52,52,59,1.1,7.0
05361300602,101,101,114,1.1,13.0
05361300603,47,46,73,1.6,27.0
05361300604,13,11,18,1.6,7.0
05361300605,24,24,45,1.9,21.0
05361300701,56,56,89,1.6,33.0
05361300702,22,22,62,2.8,40.0
05361300703,14,14,16,1.1,2.0
05361300704,16,16,17,1.1,1.0
05361300705,107,101,142,1.4,41.0
05361300801,55,52,58,1.1,6.0
05361300802,126,122,166,1.4,44.0
05361300803,156,148,215,1.5,67.0
05361300804,150,144,195,1.4,51.0
05361300805,108,107,116,1.1,9.0
05361300901,89,87,101,1.2,14.0
05361300902,15,15,19,1.3,4.0
05361300903,69,67,154,2.3,87.0
05361300904,11,11,31,2.8,20.0
05361300905,31,31,64,2.1,33.0
05361301001,35,34,41,1.2,7.0
05361301002,5,5,13,2.6,8.0
05361301003,4,4,37,9.3,33.0
05361301004,1,1,14,14.0,13.0
05361301101,50,50,54,1.1,4.0
05361301102,84,83,114,1.4,31.0
05361301103,314,306,361,1.2,55.0
05361301104,162,159,186,1.2,27.0
05361301105,19,19,19,1.0,0.0
05361301106,32,32,34,1.1,2.0
05361301201,132,131,171,1.3,40.0
05361301202,281,279,364,1.3,85.0
05361301203,184,184,227,1.2,43.0
05361301204,45,43,54,1.3,11.0
05361301205,345,325,529,1.6,204.0
05361301206,47,47,57,1.2,10.0
05361301302,15,15,57,3.8,42.0
05361301303,16,16,19,1.2,3.0
05361301304,9,9,10,1.1,1.0
05361301902,1,1,1,1.0,0.0
05361301904,4,4,5,1.3,1.0
05361301905,11,11,14,1.3,3.0
05361303101,4,4,4,1.0,0.0
05361303102,21,21,21,1.0,0.0
05361303103,12,12,13,1.1,1.0
05361303104,19,19,23,1.2,4.0
05361303105,19,19,17,0.9,-2.0
05361303201,7,7,6,0.9,-1.0
05361303202,4,4,5,1.3,1.0
05361303203,3,3,3,1.0,0.0
05361303204,20,20,21,1.1,1.0
05361303205,1,1,97,97.0,96.0
05361303301,9,9,10,1.1,1.0
05361303302,2,2,1,0.5,-1.0
05361303402,3,3,2,0.7,-1.0
05364300101,733,733,957,1.3,224.0
05364300102,495,495,730,1.5,235.0
05364300103,737,737,1006,1.4,269.0
05364300104,125,126,240,1.9,114.0
05364300105,34,34,41,1.2,7.0
05364300106,120,120,170,1.4,50.0
05364300107,29,29,457,15.8,428.0
05364300201,194,394,340,0.9,-54.0
05364300202,30,30,72,2.4,42.0
05364300203,22,22,37,1.7,15.0
05364300204,131,131,292,2.2,161.0
05368300101,198,224,275,1.2,51.0
05368300102,206,457,442,1.0,-15.0
05368300103,824,787,1078,1.4,291.0
05368300104,174,173,250,1.4,77.0
05368300201,54,48,71,1.5,23.0
05368300202,195,189,274,1.4,85.0
05368300203,312,299,458,1.5,159.0
05368300204,37,33,60,1.8,27.0
05368300205,292,277,432,1.6,155.0
05376300101,944,1421,1353,1.0,-68.0
05376300102,277,797,875,1.1,78.0
05376300103,669,731,915,1.3,184.0
05376300104,513,608,786,1.3,178.0
05376300105,998,999,1418,1.4,419.0
05376300106,511,511,638,1.2,127.0
05376300107,267,265,352,1.3,87.0
05380300101,273,639,972,1.5,333.0
05380300102,572,1485,1749,1.2,264.0
05380300103,642,818,1246,1.5,428.0
05380300104,315,332,525,1.6,193.0
05380300105,65,65,103,1.6,38.0
05380300106,37,167,44,0.3,-123.0
05390300102,16,50,24,0.5,-26.0
05390300103,113,133,194,1.5,61.0
05390300105,297,626,442,0.7,-184.0
05400300101,613,622,741,1.2,119.0
05400300102,592,645,646,1.0,1.0
05400300103,757,756,1098,1.5,342.0
05400300104,727,732,909,1.2,177.0
05400300105,404,404,534,1.3,130.0
05400300201,211,211,274,1.3,63.0
05400300202,356,356,412,1.2,56.0
05400300203,617,622,765,1.2,143.0
05411300101,218,218,319,1.5,101.0
05411300102,498,498,795,1.6,297.0
05411300103,116,116,147,1.3,31.0
05411300104,494,536,1074,2.0,538.0
05411300105,42,121,56,0.5,-65.0
05411300201,291,292,416,1.4,124.0
05411300202,567,567,1011,1.8,444.0
05411300203,533,535,778,1.5,243.0
05411300204,842,841,1188,1.4,347.0
05425300101,105,105,151,1.4,46.0
05425300102,134,134,241,1.8,107.0
05425300103,59,59,123,2.1,64.0
05425300201,15,15,21,1.4,6.0
05425300202,360,359,525,1.5,166.0
05425300203,33,33,42,1.3,9.0
05425300204,40,40,58,1.5,18.0
05425300301,105,105,153,1.5,48.0
05425300302,71,71,101,1.4,30.0
05425300303,154,153,289,1.9,136.0
05425300304,367,367,658,1.8,291.0
05425300305,25,25,53,2.1,28.0
05425300402,56,56,100,1.8,44.0
05425300403,162,162,280,1.7,118.0
05425300404,94,104,206,2.0,102.0
05425300405,109,109,163,1.5,54.0
05425300406,158,158,220,1.4,62.0
05440300101,1000,998,1183,1.2,185.0
05440300102,1217,1216,1624,1.3,408.0
05440300103,1741,1742,2560,1.5,818.0
05440300104,2719,2713,4019,1.5,1306.0
05440300105,1371,1372,1911,1.4,539.0
05467300101,89,89,202,2.3,113.0
05467300102,1095,1090,1615,1.5,525.0
05467300103,719,714,1142,1.6,428.0
05467300104,968,967,1284,1.3,317.0
05480300101,18,18,25,1.4,7.0
05480300102,88,88,208,2.4,120.0
05480300103,53,53,60,1.1,7.0
05480300104,4,4,4,1.0,0.0
05480300203,1,1,4,4.0,3.0
05480300204,1,1,3,3.0,2.0
05480300205,150,150,208,1.4,58.0
05480300206,6,6,6,1.0,0.0
05480300207,34,34,95,2.8,61.0
05480300208,1,1,1,1.0,0.0
05480300301,82,82,124,1.5,42.0
05480300302,53,53,83,1.6,30.0
05480300303,72,72,92,1.3,20.0
05480300304,39,39,75,1.9,36.0
05480300305,87,87,250,2.9,163.0
05480300401,61,61,65,1.1,4.0
05480300402,139,139,158,1.1,19.0
05480300403,40,40,150,3.8,110.0
05480300404,81,81,126,1.6,45.0
05480300405,243,243,922,3.8,679.0
05480300406,86,86,82,1.0,-4.0
05480300407,2,2,11,5.5,9.0
05480300502,242,242,860,3.6,618.0
05480300504,11,11,34,3.1,23.0
05480300601,6,6,19,3.2,13.0
05480300603,1,1,82,82.0,81.0
05480300606,23,23,45,2.0,22.0
05480300701,21,21,23,1.1,2.0
05480300702,31,31,42,1.4,11.0
05480300703,13,13,13,1.0,0.0
05480300704,9,9,72,8.0,63.0
05480300705,9,9,11,1.2,2.0
05480300801,13,13,49,3.8,36.0
05480300806,4,4,4,1.0,0.0
05480300807,44,44,130,3.0,86.0
05480300808,10,10,13,1.3,3.0
05480300809,1,1,63,63.0,62.0
05480301001,4,4,11,2.8,7.0
05480301003,3,3,18,6.0,15.0
05480301004,1,1,51,51.0,50.0
05480301005,53,53,69,1.3,16.0
05480301006,3,3,5,1.7,2.0
05480301007,16,16,14,0.9,-2.0
05480301008,51,51,52,1.0,1.0
05483300101,39,39,58,1.5,19.0
05483300102,230,229,311,1.4,82.0
05483300103,263,258,369,1.4,111.0
05483300201,449,456,562,1.2,106.0
05483300202,379,367,592,1.6,225.0
05483300203,250,243,387,1.6,144.0
05483300204,578,822,1031,1.3,209.0
05483300205,278,274,454,1.7,180.0
05483300206,222,215,297,1.4,82.0
05483300301,295,291,393,1.4,102.0
05483300302,126,125,169,1.4,44.0
05483300303,37,36,56,1.6,20.0
05483300304,141,140,168,1.2,28.0
05483300305,39,38,65,1.7,27.0
05483300306,9,9,17,1.9,8.0
05490300101,10,10,27,2.7,17.0
05490300102,11,11,11,1.0,0.0
05490300103,3,3,11,3.7,8.0
05490300104,83,83,68,0.8,-15.0
05490300105,28,28,36,1.3,8.0
05490300201,7,7,6,0.9,-1.0
05490300202,24,24,20,0.8,-4.0
05490300203,66,66,62,0.9,-4.0
05490300204,3,3,39,13.0,36.0
05490300301,209,209,410,2.0,201.0
05490300302,441,441,673,1.5,232.0
05490300303,703,703,800,1.1,97.0
05490300401,148,148,217,1.5,69.0
05490300402,135,135,170,1.3,35.0
05490300403,69,69,130,1.9,61.0
05490300404,406,406,529,1.3,123.0
05490300405,119,119,103,0.9,-16.0
05490300501,70,70,103,1.5,33.0
05490300502,171,171,191,1.1,20.0
05490300503,251,251,293,1.2,42.0
05490300504,224,224,314,1.4,90.0
05490300601,104,104,104,1.0,0.0
05490300602,34,34,32,0.9,-2.0
05490300603,135,135,153,1.1,18.0
05490300604,364,364,586,1.6,222.0
05490300701,32,32,360,11.3,328.0
05490300702,66,66,93,1.4,27.0
05490300703,126,126,215,1.7,89.0
05490300704,92,92,184,2.0,92.0
05490300801,252,252,338,1.3,86.0
05490300802,101,101,104,1.0,3.0
05490300803,191,191,301,1.6,110.0
05490300804,145,145,180,1.2,35.0
05490300901,187,187,212,1.1,25.0
05490300902,399,399,465,1.2,66.0
05490300903,221,221,263,1.2,42.0
05490300904,189,189,232,1.2,43.0
05490300905,198,198,480,2.4,282.0
05490300906,70,70,117,1.7,47.0
05490300907,9,9,1,0.1,-8.0
05490300908,4,4,1,0.3,-3.0
05490300909,17,17,5,0.3,-12.0
05490300910,10,10,107,10.7,97.0
05490301101,168,168,224,1.3,56.0
05490301102,94,94,122,1.3,28.0
05490301103,59,59,75,1.3,16.0
05490301104,53,53,91,1.7,38.0
05490301106,81,81,20,0.2,-61.0
05490301107,53,53,18,0.3,-35.0
05490301201,367,367,586,1.6,219.0
05490301202,79,79,132,1.7,53.0
05490301203,808,808,1055,1.3,247.0
05490301204,193,193,218,1.1,25.0
05490301205,82,82,95,1.2,13.0
05490301206,1333,1336,1752,1.3,416.0
05490301207,99,99,127,1.3,28.0
05490301208,111,111,215,1.9,104.0
05490301209,19,19,31,1.6,12.0
05490301210,59,59,64,1.1,5.0
05490301211,86,86,123,1.4,37.0
05490301212,2,2,90,45.0,88.0
05490301213,1,1,24,24.0,23.0
05495300201,63,63,85,1.3,22.0
05495300202,39,38,66,1.7,28.0
05495300203,11,11,19,1.7,8.0
05495300204,308,308,412,1.3,104.0
05495300301,32,31,50,1.6,19.0
